keyword_busqueda,titulo,empresa,ubicacion,descripcion,salario_min,salario_max,fecha_creacion,url
python,Python Developer,PrimeIT España,España,"¿Estás preparadx para un cambio y explotar tus habilidades como nunca? Sigue leyendo porque tenemos lo que buscas… ¿Quiénes somos? Somos una empresa internacional con más de 18 años de experiencia en consultoría e ingeniería informática. Con más de 2.500 Primers operando en 4 sectores principales en todo el mundo: IT, Telecomunicaciones, Energía e Infraestructuras. Nos puedes encontrar en más de 50 ciudades en todo el mundo: ESPAÑA | PORTUGAL | FRANCIA | REINO UNIDO | ITALIA | SUIZA | POLONIA |…",,,2026-09-09T03:46:57Z,https://www.adzuna.es/land/ad/5876469587?se=-Fqy_iqw8RGhe8--YZ_w9w&utm_medium=api&utm_source=183d4d76&v=104C1DA4648DD1FF2DB88F1BD45F57B1CD2D89CC
python,Sr Python Developer,Capitole,España,"Capitole is growing, and we want to grow with you! We are looking for a Sr Python Developer to join an exciting project in an international environment. What we’re looking for: 5 years of professional experience with Python , including Python 3.12. Strong experience with Django, Django REST Framework, Celery and Redis . Experience working with MongoDB and PostgreSQL . Knowledge of Azure Data Explorer / KQL is a plus. Experience with data processing using Pandas and NumPy . Experience with pytes…",,,2026-09-09T03:46:43Z,https://www.adzuna.es/land/ad/5876468980?se=-Fqy_iqw8RGhe8--YZ_w9w&utm_medium=api&utm_source=183d4d76&v=DAD75EA107ECA285842CE0FD3B1130EBD9C7271B
python,Fullstack Developer (Python),ALTEN,España,"En ALTEN tenemos claro que el éxito de nuestros proyectos se debe a las personas que forman nuestro equipo. Por eso, si tienes experiencia como Developer en tecnología POO con acceso al Lago de Datos nos comprometemos a impulsar tu talento, satisfacer tus expectativas laborales y hacerte sentir como en casa. ¿Quieres construir hoy el mundo de mañana? ¡Sigue leyendo! ¿Cuáles serían tus principales funciones? Desarrollar soluciones en tecnología POO , utilizando principalmente Java y JavaScript .…",,,2026-09-10T15:48:16Z,https://www.adzuna.es/land/ad/5878500280?se=-Fqy_iqw8RGhe8--YZ_w9w&utm_medium=api&utm_source=183d4d76&v=6B0CD9D8E8DA55E10BD8FCDC3B589DFFF6BDFB03
python,ActiveViam Developer (Java/Python),SOTEC CONSULTING,España,"Oferta de Empleo: ActiveViam Developer (Java/Python) Modalidad: 100% remoto Tipo de contrato: Indefinido Jornada: 09:00 - 18:00h Sobre el puesto Desde SOTEC Consulting – Grupo Astek buscamos un/a ActiveViam Developer (Java/Python) para incorporarse a un proyecto en el ámbito de Riesgos de Mercado . Buscamos un perfil con experiencia en desarrollo utilizando Java y Python , con conocimientos de la plataforma ActiveViam , bases de datos analíticas mediante Cubos OLAP y experiencia en Riesgos de M…",,,2026-09-09T03:46:35Z,https://www.adzuna.es/land/ad/5876468410?se=-Fqy_iqw8RGhe8--YZ_w9w&utm_medium=api&utm_source=183d4d76&v=F53CC70F44165D23737E5BF9B9E2CAFE6256DAF9
python,Simulation Software Engineer - Python,Lognext,España,"En Lognext llevamos más de 18 años acompañando a empresas y equipos en la identificación e implementación de soluciones tecnológicas que les permitan avanzar, optimizar sus procesos y afrontar nuevos retos. Actualmente buscamos incorporar un/a Senior Python Simulation & Test Automation Engineer para participar en un proyecto internacional de ID vinculado al desarrollo y validación de una plataforma tecnológica de nueva generación, basada en sistemas embebidos, dispositivos conectados y arquitec…",,,2026-09-09T03:46:48Z,https://www.adzuna.es/land/ad/5876469214?se=-Fqy_iqw8RGhe8--YZ_w9w&utm_medium=api&utm_source=183d4d76&v=BA34A8A2FB28EE02B3371559E8E23B05B3EF2D18
python,Senior Developer Python/Django,Plexus Tech,España,"En Plexus Tech seguimos creciendo y buscamos a profesionales para trabajar en el desarrollo de tecnología con alma. Somos una compañía tecnológica especializada en servicios y productos IT, basados en la innovación y el desarrollo. Fundada en el talento y las capacidades de nuestra gente, casi 5.000 profesionales que crecen con nosotros en proyectos propios, compañías del IBEX 35, grandes retailers, operadores turísticos, entidades financieras, organismos públicos y empresas internacionales. Ne…",,,2026-09-09T03:46:34Z,https://www.adzuna.es/land/ad/5876468302?se=-Fqy_iqw8RGhe8--YZ_w9w&utm_medium=api&utm_source=183d4d76&v=04F11AD6B4F746495A0C66F9655E4F44897E8AB7
python,Desarrollador/a Senior Python,Plexus Tech,España,"En Plexus Tech seguimos creciendo y buscamos a profesionales para trabajar en el desarrollo de tecnología con alma. Somos una compañía tecnológica especializada en servicios y productos IT, basados en la innovación y el desarrollo. Fundada en el talento y las capacidades de nuestra gente, casi 5.000 profesionales que crecen con nosotros en proyectos propios, compañías del IBEX 35, grandes retailers, operadores turísticos, entidades financieras, organismos públicos y empresas internacionales. Bu…",,,2026-09-09T15:48:44Z,https://www.adzuna.es/land/ad/5877134303?se=-Fqy_iqw8RGhe8--YZ_w9w&utm_medium=api&utm_source=183d4d76&v=6276FBCD7553D65164D972A53C0C43CE031D68DD
python,Principal Platform Engineer (Python),Intellias,España,"Principal Platform Engineer (Python) Location: Remote from Spain (an indefinite Spanish employment contract) Our client is a leading global investment management company headquartered in London. It manages over $228 billion in assets and serves institutional investors, pension funds, wealth managers, and other sophisticated clients worldwide. The firm specializes in quantitative investing, alternative investments, systematic trading strategies, and technology-driven asset management. Data scien…",,,2026-09-09T03:46:52Z,https://www.adzuna.es/land/ad/5876469409?se=-Fqy_iqw8RGhe8--YZ_w9w&utm_medium=api&utm_source=183d4d76&v=565DB6AFC4CEF58D2965E5F71F30948A46888FA3
python,Desarrollador Full Stack Python,DIGITAL55,España,"En Digital55 estamos deseando conocerte. Somos una empresa con más de 20 años en el sector, trabajando en proyectos pioneros a la vanguardia del desarrollo de software. Nos encontramos en búsqueda de un perfil Desarrollador Full Stack en modalidad 100% Remoto , con ganas de crecer y seguir desarrollando su carrera profesional para incorporarse a un proyecto tecnológico de primer nivel ¡Sigue leyendo para no perder ni un detalle! ¿Qué ofrecemos? Contrato indefinido y retribución atractiva: Únete…",,,2026-09-14T03:48:12Z,https://www.adzuna.es/land/ad/5883110157?se=-Fqy_iqw8RGhe8--YZ_w9w&utm_medium=api&utm_source=183d4d76&v=130166DDD94F7BBF162E07946BD87C0994361449
python,Desarrollador Python,Jetup Systems Barcelona,Barcelona,"Python Developer Company: Jetup Systems Barcelona (Warm Up) Location: Carrer de Balmes, 150, 08008 Barcelona, Catalunya, Spain Salary: €3,000 per month Job Type: Full-time Job Description Jetup Systems Barcelona is looking for a skilled and motivated Python Developer to join our growing technology team. In this role, you will design, develop, test, and maintain high-quality Python applications while collaborating with cross-functional teams to deliver innovative software solutions. Responsibili…",,,2026-06-29T09:06:14Z,https://www.adzuna.es/details/5780929108?utm_medium=api&utm_source=183d4d76
python,Python Developer,"NTT America, Inc.",Badajoz,"Estamos en búsqueda de profesionales con talento, actitud y ganas de formar parte de un equipo multidisciplinar y en constante crecimiento donde se fomenta el trabajo en equipo y la colaboración, se premia la excelencia y se respeta y valora la diversidad. Si tienes amplios conocimientos en Python genial, ¡tenemos proyectos punteros en los que podrás crecer profesionalmente!, pero si no es tu fuerte, ¡no te preocupes! También tenemos múltiples posiciones y otras posibilidades dentro de nuestros…",,,2026-02-07T04:59:39Z,https://www.adzuna.es/details/5618569794?utm_medium=api&utm_source=183d4d76
python,Python Developer,"NTT America, Inc.",León,"Estamos en búsqueda de profesionales con talento, actitud y ganas de formar parte de un equipo multidisciplinar y en constante crecimiento donde se fomenta el trabajo en equipo y la colaboración, se premia la excelencia y se respeta y valora la diversidad. Si tienes amplios conocimientos en Python genial, ¡tenemos proyectos punteros en los que podrás crecer profesionalmente!, pero si no es tu fuerte, ¡no te preocupes! También tenemos múltiples posiciones y otras posibilidades dentro de nuestros…",,,2026-02-07T04:59:39Z,https://www.adzuna.es/details/5618569787?utm_medium=api&utm_source=183d4d76
python,Python Developer,"NTT America, Inc.",Cáceres,"Estamos en búsqueda de profesionales con talento, actitud y ganas de formar parte de un equipo multidisciplinar y en constante crecimiento donde se fomenta el trabajo en equipo y la colaboración, se premia la excelencia y se respeta y valora la diversidad. Si tienes amplios conocimientos en Python genial, ¡tenemos proyectos punteros en los que podrás crecer profesionalmente!, pero si no es tu fuerte, ¡no te preocupes! También tenemos múltiples posiciones y otras posibilidades dentro de nuestros…",,,2026-02-07T04:59:39Z,https://www.adzuna.es/details/5618569789?utm_medium=api&utm_source=183d4d76
python,Python Developer,"NTT America, Inc.",Salamanca,"Estamos en búsqueda de profesionales con talento, actitud y ganas de formar parte de un equipo multidisciplinar y en constante crecimiento donde se fomenta el trabajo en equipo y la colaboración, se premia la excelencia y se respeta y valora la diversidad. Si tienes amplios conocimientos en Python genial, ¡tenemos proyectos punteros en los que podrás crecer profesionalmente!, pero si no es tu fuerte, ¡no te preocupes! También tenemos múltiples posiciones y otras posibilidades dentro de nuestros…",,,2026-02-07T04:59:39Z,https://www.adzuna.es/details/5618569793?utm_medium=api&utm_source=183d4d76
python,Python Developer,CORUS Consulting,"Barcelona, Cataluña","At CORUS , we are looking for a Senior Python Developer to join our team on an international insurance project. Location: Hybrid from Barcelona or Madrid (1 day per week at the office). You will: Design and build RESTful APIs following industry best practices Architect database solutions using modern ORMs (SQLAlchemy, Django ORM) Write efficient, testable code adhering to SOLID principles Collaborate with teams to define and implement microservices Conduct code reviews ensuring adherence to des…",65000.0,95000.0,2026-08-26T11:13:55Z,https://www.adzuna.es/details/5856614229?utm_medium=api&utm_source=183d4d76
python,Python Developer,Orbitant,Madrid,"At Orbitant we are looking for Python Engineers (mid and senior, remote). What is Orbitant? Humanity is living through its greatest acceleration. This is not a trend; it is a civilizational inflection point. The companies that will define the next era are not the ones with the most code, but the ones with the best judgment about what to build, how to architect it, and why it matters. Orbitant exists to provide that thrust. We are looking for engineers who don't just write code. They make the de…",35000.0,53000.0,2026-06-30T13:02:48Z,https://www.adzuna.es/details/5782047938?utm_medium=api&utm_source=183d4d76
python,Python Developer,TD SYNNEX,España,"At TD SYNNEX , we are dedicated to staying ahead of the curve and embracing emerging technologies that will shape the future. We believe in the power of experienced professionals to drive innovation, mentor teams, and redefine what’s possible, while prioritizing the wellbeing, growth, and inclusivity of our diverse workforce. We are seeking a Python Developer to join us and take a leading role in advancing next-generation automation solutions, continuously pushing the boundaries of what’s possi…",,,2026-07-06T09:43:59Z,https://www.adzuna.es/details/5789671726?utm_medium=api&utm_source=183d4d76
python,Python Developer,Remotepeople,Madrid,"At Remote People, we're building the infrastructure to power borderless teams . By handling global payroll, benefits, taxes, and compliance, our technology enables businesses to hire anyone anywhere compliantly at the push of a button. We're committed to building a global, diverse team representing different and varied backgrounds, perspectives, and experiences. We welcome applications from everyone, regardless of gender, ethnicity, sexual orientation, religion, civil or family status, age, or …",,,2026-09-12T00:40:04Z,https://www.adzuna.es/details/5880204526?utm_medium=api&utm_source=183d4d76
python,Senior Python Developer,BMAT Music Innovators,España,"Python developer with a strong passion for music? That's what BMAT Music Innovators is looking for. Even more so if you're based in Barcelona and enjoy the flexibility of remote work while having the option to meet your colleagues in person. However, being based anywhere in Spain or Italy is also perfectly fine. Experience with Python is required. We're not looking for someone just starting out. As a Senior Software Engineer, you will play a crucial role in BMAT, supporting a software team in a…",,,2026-07-14T18:44:52Z,https://www.adzuna.es/details/5800097072?utm_medium=api&utm_source=183d4d76
python,Senior AI Engineer / LLM Python,Plexus Tech,España,"Somos Plexus Tech. Una compañía tecnológica especializada en servicios y productos IT, fundada en el talento y las capacidades de nuestra gente, más de 2.000 profesionales desarrollando tecnología con alma. ¡Ampliamos nuestro equipo React ¡Buscamos talento ! ¿Te animas a seguir formándote en tecnologías punteras y vanguardiastas en el Mercado? entonces, debes unirte a la familia Plexus. Si te gusta progresar y acometer nuevos retos esta es tu oportunidad. Buscamos perfil Senior AI Engineer para…",,,2026-09-09T03:46:27Z,https://www.adzuna.es/land/ad/5876467736?se=-Fqy_iqw8RGhe8--YZ_w9w&utm_medium=api&utm_source=183d4d76&v=B571446214BDA63DDA6F0894B76857F4D5145A22
python,"Programadores Python, hibrido",Seltime,España,"Programadores Python SELTIME compañía española en proceso de expansión, líder en dar soluciones tecnológicas específicas a cada cliente y un trato personalizado a nuestros profesionales, selecciona: Programadores con experiencia en desarrollo con Python de al menos 3 años, para incorporación inmediata en proyecto estable dentro de nuestra organización Se requiere: Experiencia en desarrollo Python y Spark (Pyspark) ¿Qué ofrecemos? Posibilidad de teletrabajo (se acudirá a la oficina en Pontevedra…",,,2026-08-03T09:26:57Z,https://www.adzuna.es/details/5826396880?utm_medium=api&utm_source=183d4d76
python,Senior Python Developer,Agrupa Global Talent,Barcelona,"Get AI-powered advice on this job and more exclusive features. Direct message the job poster from Agrupa Global Talent A leading international retailer with more than 570,000 employees worldwide in 33 different countries and over 13,300 stores, has stablished an IT HUB in Barcelona as part of his IT division, responsible for the selection and provision of IT infrastructure, IT platforms and business applications. With our agile mentality we are looking for people that is willing to make an impa…",,,2026-09-13T00:29:32Z,https://www.adzuna.es/details/5881839448?utm_medium=api&utm_source=183d4d76
python,Python Developer - SEVILLA,,España,¿Qué harás? Desarrollo de una aplicación para trabajar y gestionar grandes volúmenes de datos. Integración y automatización de diferentes procesos y herramientas existentes. Desarrollo con Python y trabajo con bases de datos. Análisis y tratamiento de datos procedentes de proyectos internacionales. Automatización de informes y procesos de calidad. Colaboración directa con los equipos de ingeniería. Coordinación y acompañamiento de un pequeño equipo IT de 2 personas. Interacción habitual con cli…,30000.0,45000.0,2026-08-08T09:57:42Z,https://www.adzuna.es/details/5833177848?utm_medium=api&utm_source=183d4d76
python,Empleo de Python,STANDBY.es,España,"Estamos en continua búsqueda de profesionales para cubrir ofertas de empleo de Python relacionadas principalmente con los siguientes sectores (si forma parte de otro sector siéntase libre de enviarnos también su currículum para oportunidades futuras): Dirección Comercial y Ventas Banca, Contabilidad y Finanzas Moda, Retail y Gran Distribución Tax Legal y Derecho Automoción Informática e Internet Marketing y Social Media Industria y Construcción Logística y Transporte Ingeniería y Tecnología Agr…",,,2026-07-20T01:20:18Z,https://www.adzuna.es/details/5807568491?utm_medium=api&utm_source=183d4d76
python,Python Engineer ID70123,AgileEngine,Valencia,"AgileEngine is an Inc. 5000 company that creates award-winning software for Fortune 500 brands and trailblazing startups across 17 industries. We rank among the leaders in areas like application development and AI/ML, and our people-first culture has earned us multiple Best Place to Work awards. WHY JOIN US If you're looking for a place to grow, make an impact, and work with people who care, we'd love to meet you! ABOUT THE ROLE We are looking for a Software Engineer to contribute hands-on to a…",,,2026-09-04T17:32:33Z,https://www.adzuna.es/details/5870730765?utm_medium=api&utm_source=183d4d76
python,Python Engineer ID70123,AgileEngine,Madrid,"AgileEngine is an Inc. 5000 company that creates award-winning software for Fortune 500 brands and trailblazing startups across 17 industries. We rank among the leaders in areas like application development and AI/ML, and our people-first culture has earned us multiple Best Place to Work awards. WHY JOIN US If you're looking for a place to grow, make an impact, and work with people who care, we'd love to meet you! ABOUT THE ROLE We are looking for a Software Engineer to contribute hands-on to a…",,,2026-09-04T17:32:32Z,https://www.adzuna.es/details/5870730753?utm_medium=api&utm_source=183d4d76
python,Python Engineer ID70123,AgileEngine,Barcelona,"AgileEngine is an Inc. 5000 company that creates award-winning software for Fortune 500 brands and trailblazing startups across 17 industries. We rank among the leaders in areas like application development and AI/ML, and our people-first culture has earned us multiple Best Place to Work awards. WHY JOIN US If you're looking for a place to grow, make an impact, and work with people who care, we'd love to meet you! ABOUT THE ROLE We are looking for a Software Engineer to contribute hands-on to a…",,,2026-09-04T17:32:32Z,https://www.adzuna.es/details/5870730750?utm_medium=api&utm_source=183d4d76
python,Senior Python Developer,NCC Group,Madrid,"Description An exciting opportunity to be one of the core team members of the Software Engineering team within NCC Group’s GMS division. You will be a development SME playing a key role in designing, delivering, and supporting high‑quality software solutions. This is a great opportunity to work on mission critical Cyber Security-related products and services, for one of the world’s leading practices. The role requires strong hands‑on expertise in Python along with a broad and deep understanding…",,,2026-06-15T09:57:49Z,https://www.adzuna.es/details/5764148338?utm_medium=api&utm_source=183d4d76
python,DESARROLLADOR PYTHON JUNIOR,"Hola Consultores, SL",Barcelona,"Tus tareas Servicios TIC e Ingeniería para la gestión empresarial. Trabajamos diseñando soluciones a medida de las necesidades de nuestros clientes. Somos una empresa 2.0 innovadora donde las personas son muy importantes para nosotros. La ética, transparencia, imparcialidad e independencia forman parte de nuestra filosofía. Tu perfil ESTAMOS EN LA BÚSQUEDA DE PERFILES DESARROLLADORES EN PYTHON JUNIOR. PARA EL SECTOR AERONÁUTICO, EN BARCELONA. Responsabilidades : Desarrollar aplicaciones y scrip…",,,2026-01-14T21:26:59Z,https://www.adzuna.es/details/5584943035?utm_medium=api&utm_source=183d4d76
python,SENIOR PYTHON DEVELOPER,"Hola Consultores, SL",Barcelona,"Tus tareas Servicios TIC e Ingeniería para la gestión empresarial. Trabajamos diseñando soluciones a medida de las necesidades de nuestros clientes. Somos una empresa 2.0 innovadora donde las personas son muy importantes para nosotros. La ética, transparencia, imparcialidad e independencia forman parte de nuestra filosofía. Tu perfil Estamos en la búsqueda de perfiles SENIOR PYTHON DEVELOPER. PARA BARCELONA, SECTOR AERONÁUTICO. Responsabilidades: Desarrollar aplicaciones y scripts en Python par…",,,2026-01-14T21:27:24Z,https://www.adzuna.es/details/5584943253?utm_medium=api&utm_source=183d4d76
python,Senior Python Developer,Novartis,España,"Salary Range: €42,600.00 - €79,200.00 Job Description Summary LI-Hybrid Location: Barcelona, Spain Relocation Support: This role is based in Barcelona, Spain. Novartis is unable to offer relocation support: please only apply if accessible. Imagine building the technology that powers the future of Finance. As a Senior Python Developer at Novartis Digital Finance, you will help transform how Finance teams leverage Artificial Intelligence, Machine Learning, and advanced analytics to drive better d…",42600.0,79200.0,2026-09-11T10:06:02Z,https://www.adzuna.es/details/5879429856?utm_medium=api&utm_source=183d4d76
python,INGENIERO/A Python,Capgemini,España,"Job Description Capgemini Engineering , líder mundial en servicios de ingeniería, reúne a equipos de ingenieros/as, científicos/as y desarrolladores/as para ayudar a las compañías más innovadoras del mundo a liberar su potencial y construir un futuro mejor. Únete al equipo y continúa tu carrera en una compañía con oportunidades reales de crecimiento, donde puedes marcar la diferencia y donde ningún día es igual al anterior. Estamos buscando un/a Ingeniero/a Python para incorporarse a un proyect…",,,2026-07-08T09:14:51Z,https://www.adzuna.es/details/5792126536?utm_medium=api&utm_source=183d4d76
python,Backend Developer (Python),Amphora Logistics,Barcelona,"Sobre Amphora Logistics Las marcas e-commerce están creciendo a un ritmo imparable, pero muchas aún se enfrentan a desafíos logísticos que frenan su expansión. En Amphora Logistics, transformamos esa realidad. Ayudamos a las marcas independientes a escalar con eficiencia, ofreciendo soluciones logísticas integrales que combinan tecnología avanzada, agilidad operativa y un servicio cercano. Desde 2020, hemos desarrollado una plataforma logística que respalda a más de 300 clientes en Europa y Est…",,,2026-06-22T22:49:19Z,https://www.adzuna.es/details/5772850446?utm_medium=api&utm_source=183d4d76
python,Senior Python Developer,SlashMobility,"Madrid, Comunidad de Madrid","SlashMobility SlashMobility es una firma boutique tecnológica que está construyendo algo diferente a la consultoría tradicional. No queremos ser una fábrica de horas ni una consultora masiva. Estamos creando una casa para la Tecno Élite: profesionales que quieren trabajar con grandes corporaciones en retos reales, con equipos pequeños, muy buenos y con impacto. Ayudamos a grandes organizaciones a diseñar y construir productos digitales y plataformas tecnológicas que realmente mueven su negocio.…",,,2024-10-11T14:44:51Z,https://www.adzuna.es/details/4898773337?utm_medium=api&utm_source=183d4d76
python,Backend Developer [Python],Delecta Technologies SL,Barcelona,"¿Quién somos? DELECTATECH somos una startup nacida en Barcelona que monitoriza y analiza millones de datos de cualquier tipo de establecimiento del canal Food Service (bares, restaurantes, cafeterías, etc.) a nivel mundial. Después de años de investigación, hemos creado nuestro propio motor de IA, reconocido internacionalmente, que permite analizar cualquier establecimiento de Food Service a un nivel de detalle sin precedentes. Toda esta tecnología la ofrecemos a nuestros clientes a través de F…",,,2026-08-01T09:25:17Z,https://www.adzuna.es/details/5823503122?utm_medium=api&utm_source=183d4d76
python,Python  Databricks Developer,Babel,Madrid,"We are One Team. We make it happen. We are Unstoppable. BABEL es una consultora tecnológica multinacional especializada en aplicar sus servicios y conocimiento tecnológico en los procesos de aceleración digital de sus clientes, grandes empresas y organismos públicos. ¿Cuál es nuestro plan estratégico? ¡Miramos hacia el futuro! Nuestro plan estratégico Hiperespacio 2029 promete ser un viaje emocionante, lleno de oportunidades para crecer y desarrollarse profesionalmente. Alcanzar 1000 millones d…",,,2026-09-11T10:06:12Z,https://www.adzuna.es/details/5879430098?utm_medium=api&utm_source=183d4d76
python,Senior Python Developer,King Shared Services,España,"Craft: Technology & Development Job Description: King operates games at a massive scale, serving hundreds of millions of players around the world. Behind every player experience is a large ecosystem of services, data platforms, forecasting systems, and internal tools that help our teams make better decisions, move faster, and deliver exceptional experiences. We are looking for a Developer (Python) to help design, build, and operate backend services, internal applications, and data-driven platfo…",,,2026-08-23T10:01:55Z,https://www.adzuna.es/details/5853441485?utm_medium=api&utm_source=183d4d76
python,Python Backend Developer,Minsait,España,"Ubicación: Barcelona, CT, ES job-location.job-location-inline { display: inline; } Perfil profesional: Defensa y Seguridad Experiencia requerida: Más de 2 años de experiencia Modalidad del puesto: Híbrido En Indra Group, protegemos lo que más importa. Lideramos el desarrollo de soluciones tecnológicas avanzadas en el ámbito de la ciberseguridad, diseñando arquitecturas robustas, resilientes y escalables que permiten a nuestros clientes afrontar los retos tecnológicos actuales y futuros. ¡Únete …",,,2026-08-22T09:40:55Z,https://www.adzuna.es/details/5852204749?utm_medium=api&utm_source=183d4d76
python,Data Engineer Python,Sopra-Steria,Madrid,"Descripción de la empresa Porque trabajar en Sopra Steria, también es sentir Sopra Steria . Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con cerca de 56.000 empleados en casi 30 países y más de 4.000 en España. Nos enfocamos en las personas, en su formación y desarrollo profesional, lo que nos impulsa a crecer y mejorar constantemente. Tenemos pasión por lo digital y al igual que tú, buscamos la mejor de las aventuras. Queremos que tu día a día…",,,2026-07-17T07:01:30Z,https://www.adzuna.es/details/5804433499?utm_medium=api&utm_source=183d4d76
python,Desarrollador/a Python,knowmad mood,Madrid,"We are knowmad mood! Somos una compañía líder en transformación digital, en constante evolución y a la vanguardia de la tecnología. Nacimos para provocar un cambio real a través de la innovación y el desarrollo sostenible, con la misión de aportar valor a los clientes e impulsar nuestro talento. Formado por más de 3.000 personas creativas, digitales e innovadoras conectadas a un propósito y capaces de generar conexiones con personas de todo el mundo. Un equipo responsable, flexible y con alta c…",,,2026-08-17T09:39:16Z,https://www.adzuna.es/details/5844984904?utm_medium=api&utm_source=183d4d76
python,Senior Python Engineer,Planner5D,España,"About us: Planner 5D is a global hub for home design, uniting over 100 million users in 230 territories around our planet (yes, we have 2 users connecting from Antarctica each month!). Our platform simplifies the home renovation process from concept to execution, and this process has never been more straightforward with our cutting-edge software . You don't need to be a professional designer to enhance your home or workspace. We are dedicated to streamlining the design experience, making the cu…",,,2026-07-23T01:28:09Z,https://www.adzuna.es/details/5811524735?utm_medium=api&utm_source=183d4d76
python,Python AI Engineer,INNOCV Solutions S.L.U.,Madrid,"Who are we? We are part of the Alkemy Group, specializing in driving growth through our technological expertise, tackling complex challenges, and fostering operational excellence. We are digital natives and technology-neutral thanks to our rapid adaptation capabilities and problem-solving skills in any business situation. We are passionate about technology challenges that have a significant impact on business. To address these, we have high-performance teams and the ability to quickly and effec…",,,2026-05-12T22:35:54Z,https://www.adzuna.es/details/5727157079?utm_medium=api&utm_source=183d4d76
python,Senior Software Engineer - PYTHON - Inglés Alto,Claire Joster | People first,España,"En Claire Joster somos especialistas en la búsqueda y selección de Perfiles cualificados de Mando Intermedio y Management en el ámbito tecnológico para las principales áreas funcionales y técnicas, con un valor añadido fundamental: la captación de talento, basada en valores y ajuste cultural de nuestros clientes y candidatos. Actualmente estamos buscando un perfil de Ingeniero/a Senior de Software (Python) para importante cliente español con presencial internacional que se dedica a ofrecer solu…",,,2026-09-14T03:48:10Z,https://www.adzuna.es/land/ad/5883110132?se=-Fqy_iqw8RGhe8--YZ_w9w&utm_medium=api&utm_source=183d4d76&v=EABAF86503579D5ACCAC25FF30EFC125E461E3D8
python,Senior Python Engineer (Control-M) - Remote,UST España & Latam,España,"We are still looking for the very Top Talent…and we would be delighted if you were to join our team! More in detail, UST is a multinational company based in North America, certified as a Top Employer and Great Place to Work , with more than 35,000 employees worldwide and a presence in over 35 countries . We are leaders in digital technology services, providing large-scale technological solutions to some of the world's leading companies. What are we looking for? We are looking for a Senior Pytho…",,,2026-09-09T03:46:40Z,https://www.adzuna.es/land/ad/5876468833?se=-Fqy_iqw8RGhe8--YZ_w9w&utm_medium=api&utm_source=183d4d76&v=C4687B94EF22DE2737292BEA61262F8C99207212
python,"Python Developer - Application Owner - Hybrid, Madrid",UST España & Latam,España,"We are looking for the very Top Talent…and we would be delighted if you were to join our team! More in details, UST is a multinational company based in North America, certified as a Top Employer and Great Place to Work company with over 35.000 employees all over the world and presence in more than 35 countries. We are leaders on digital technology services, and we provide large-scale technologic solutions to big companies. What we look for? We are looking for an Application Owner / Python Devel…",,,2026-09-13T03:48:02Z,https://www.adzuna.es/land/ad/5882095965?se=-Fqy_iqw8RGhe8--YZ_w9w&utm_medium=api&utm_source=183d4d76&v=C2E6A1EB8945B03207750BDDF37BF19ADFA8D2D9
python,"Data Engineer ( Python, Pandas y Numpy)",HCLTech,España,"Our goal is to strengthen the brand in Spain. We are looking for an expert to work as Data Engineer! Extensive hands-on experience developing enterprise-grade solutions in Python, with advanced expertise in Pandas and NumPy. Strong background in data engineering, including data ingestion, preprocessing, cleansing, transformation, validation, and enrichment. Design and implementation of scalable and maintainable ETL/ELT pipelines. Development of reusable frameworks and components for large-scale…",,,2026-09-09T03:46:30Z,https://www.adzuna.es/land/ad/5876467952?se=-Fqy_iqw8RGhe8--YZ_w9w&utm_medium=api&utm_source=183d4d76&v=7178AEC58F4FD9AA292EEBCEC580B6E338FF4F49
python,Senior Backend Developer (Python),Expereo,España,"We are the Intelligent Internet Platform. We connect People, Places and Things anywhere, managing Internet Performance better than anyone else while providing One Global Experience, giving Visibility, Control and Security through expereoOne. Expereo believes in the power of Internet connectivity. As the world's largest provider of managed internet, SD-WAN/SASE, and Cloud connectivity solutions, we power enterprises and government sites worldwide, helping to enhance every business' productivity …",65.0,75.0,2026-04-08T19:01:46Z,https://www.adzuna.es/details/5693286875?utm_medium=api&utm_source=183d4d76
python,"Analista programador Python, hibrido",CMV Consultores,España,"Analista programador Python Desde CMV Consultores te brindamos las mejores oportunidades, en importantes clientes. Buscamos un Perfil con dominio de lenguaje de programación Python y conocimientos de React. Diseño y desarrollo backend APIs RESTful utilizando Python. Bases de datos: Conocimientos sólidos en SQL y experiencia en el manejo de diferentes sistemas de gestión de bases de datos (Oracle, SQL Server, MySQL, PostgreSQL). Frameworks y herramientas: Experiencia en el uso de frameworks y he…",,,2026-06-19T08:49:04Z,https://www.adzuna.es/details/5769095149?utm_medium=api&utm_source=183d4d76
python,Python Developer (Alerting & Monitoring),Xenon7,Madrid,"About us: Where elite tech talent meets world-class opportunities! At Xenon7, we work with leading enterprises and innovative startups on exciting, cutting-edge projects that leverage the latest technologies across various domains of IT including Data, Web, Infrastructure, AI, and many others. Our expertise in IT solutions development and on-demand resources allows us to partner with clients on transformative initiatives, driving innovation and business growth. Whether it's empowering global or…",,,2026-01-12T19:35:41Z,https://www.adzuna.es/details/5580697243?utm_medium=api&utm_source=183d4d76
